"实际,n,Da01,出发,v,Ig01,只是,c,Kc13,把,p,Hc10,盯,v,Fc04,在,p,Jd02,当地,s,Cb15,实际上,d,Ka30",0
"我们,r,Aa02,的,u,Bo29,观念,n,Df01,将,p,Ae10,放,v,Ga13,到,v,Hf08,国内外,s,Cb05,市场,n,Cb28",0
"在,p,Jd02,向,v,Cb01,外,f,Ae17,的,u,Bo29,同时,n,Ca03",0
"万德莱,nz,-1,人,n,Ab02,又,d,Kc02,把,p,Hc10,投向,v,Fa15,市场,n,Cb28,的,u,Bo29,抢滩,v,-1",0
"用地,n,Cb07,的,u,Bo29,同时,n,Ca03,将,p,Ae10,放,v,Ga13,在,p,Jd02,盘活,v,Hj12,存量,n,-1",0
"投,v,Hi11,去,v,Ca11,钦佩,v,Gb12,的,u,Bo29,但,c,Kc03,恭敬,a,Ee33,守静,a,-1,没有,d,Jd08",0
"健康,a,Ed43,的,u,Bo29,生活,vn,Ib03,方式,n,Db09,要,v,Ag04,看到,v,Fc04,农村,n,Cb25,积极,ad,Ee23",0
"那种,r,Dd06,期盼,v,Gb04,焦虑,a,Ga02,的,u,Bo29,听到,v,Fc05,那,r,Kc08,发自,v,Jd06,肺腑,n,Df02",0
"职工,n,Ae01,们,k,Aa01,冷漠,a,Ee33,的,u,Bo29,破陋,a,-1,的,u,Bo29,工作,vn,Ae01,环境,n,Da21",0
"站,v,Cb26,得,u,Ib10,足够,v,He14,高,a,Eb04,又,d,Kc02,放,v,Ga13,得,u,Ib10,足够,v,He14",0
"化工,n,Di18,产品,n,Dj06,现在,t,Ca10,他们,r,Aa04,已,d,Ig02,瞄准,v,Hb06,精细,a,Eb33,化工,n,Di18",0
"开拓,vn,Hd17,和,c,Hh04,具有,v,Jd04,战略,n,Df09,的,u,Bo29,进取,vn,Ee37",1
"以,p,Di02,地域,n,Cb08,文化,n,Dk02,的,u,Bo29,去,v,Ca11,看,v,Hi37,学者,n,Al02,的,u,Bo29",1
"全局,n,Da20,的,u,Bo29,胸怀,n,Gb01,和,c,Hh04,需要,v,Jc05,兢兢业业,i,Ee28,脚踏实地,i,Ee29,埋头苦干,i,Hj08",1
"以,p,Di02,超前,a,Ih07,的,u,Bo29,战略,n,Df09,和,c,Hh04,胆识,n,Dk02,于,p,Kb05,岁末,t,Ca09",1
"要,v,Ag04,以,p,Di02,市场,n,Cb28,的,u,Bo29,办,v,Bn03,体育,n,Di09,抓,v,Fa06,选,v,Hc25",1
"短期,b,Ca03,经济效益,n,Da25,缺乏,v,He15,长远,a,Eb24",1
"出,v,Jd07,作者,n,Ae17,独特,a,Ed04,的,u,Bo29,性格,n,De01,和,c,Hh04,独立,a,Id07,精神,n,Dk01",1
"超越,v,Je09,普通,a,Ed04,商人,n,Ae09,的,u,Bo29,来,v,Ca03,运筹,v,Gb05,和,c,Hh04,培育,v,Hg07",1
"战略,n,Df09,应当,v,Gc03,有,v,Jd07,全球,n,Di01,和,c,Hh04,长期,d,Eb24,努力,a,Ka19,的,u,Bo29",1
