"与,c,Je05,乡村,n,Cb25,的,u,Bo29,新,a,Ka12,新,a,Ka12,变化,vn,Ih01,这,r,Ca31,是,v,Jd01",0
"年,q,Ca18,要,v,Ag04,有,v,Jd07,新,a,Ka12",0
"出,v,Jd07,一,m,Ka16,片,q,Bb04,新,a,Ka12",0
"是,v,Jd01,新,a,Ka12,千年,t,-1,新,a,Ka12",0
"也,d,Kd03,带来,v,Je02,某些,r,Dn05,新,a,Ka12,终于,d,Ka13,很快,d,Eb23,又,d,Kc02,被,p,Je13",0
"秦,Tg,Dd15,汉,Tg,Dk05,雄风,n,Bf02,盛唐,t,-1,我们,r,Aa02,的,u,Bo29,祖先,n,Ai02,曾经,d,Ka12",0
"蔚然成风,i,Ie01,愿,v,Gc01,祖国,n,Di02,大地,n,Cb07,常,d,Ka10,新,a,Ka12",0
"新,a,Ka12,新年,t,Ca25,好,a,Je10,好运,n,If03",0
"亮色,n,-1,和,c,Hh04,新春,t,Ca25,的,u,Bo29",0
"监督,vn,Hc19,力度,n,Dn01,的,u,Bo29,新,a,Ka12",0
"走向,v,Fb01,纵深,n,Dn01,越,d,Je09,感,Vg,Hi29,庄严,a,Ef11,当,p,Jb01,全,a,Ka07,园,Ng,Bn20",0
"在,p,Jd02,该县,r,Di02,农村,n,Cb25,节前,t,-1,劲,Ag,Df12,吹,v,Hi19,新风,n,Di14",0
"主席,n,Af10,有,v,Jd07,了,u,Ig01,新,a,Ka12,新,a,Ka12,希望,n,Gb04",0
"之,u,Kd01,音,n,Bg07,的,u,Bo29,宏大,a,Ed20,转,v,Ih02,向,p,Cb01,宋代,t,Ca02,文人,n,Al01",0
"办,v,Bn03,体育,n,Di09,的,u,Bo29,新,a,Ka12",0
"了,u,Ig01,生机勃勃,l,Dd14,的,u,Bo29,新,a,Ka12,通过,p,Gb15,人际,n,-1,关系,n,Db01,的,u,Bo29",0
"出现,v,Jd07,了,u,Ig01,许多,m,Eb01,新,a,Ka12,人民,n,Aa01,对,p,Fc04,俄罗斯,ns,Di02,的,u,Bo29",0
"明天,t,Ca23,预报,vn,Hi15,年,t,Ca18,元月,t,Ca21,日,t,Di02",1
