"地方,n,Cb15,的,u,Bo29,老百姓,n,Aa01,还,d,Hi27,着,u,Dn08,你,r,Aa03,这,r,Ca31,是,v,Jd01",0
"被,p,Je13,淡忘,v,Gb07,了,y,Ig01,只,d,Dn08,着,u,Dn08,个人,n,Aa02,的,u,Bo29,圆满,a,Ed11",0
"时,Ng,Ca30,每个,r,Dn08,人,n,Ab02,都,d,Cb25,着,u,Dn08,托福,nz,L06,和,c,Hh04,外企,j,-1",0
"党委,n,Di09,一班人,l,-1,本着,p,Kb02,要,c,Ag04,官兵,n,Ae10,不,d,Ie01,想,v,Gb06,家,n,Al02",0
"要,c,Ag04,想,v,Gb06,官兵,n,Ae10,不,d,Ie01,家,n,Al02,部队,n,Di11,就要,d,Ka13,像,v,Kb03",0
"家,n,Al02,的,u,Bo29,思想,n,Gb01,积极,ad,Ee23,办法,n,Db09,努力,ad,Ka19,改善,v,Ih11,官兵,n,Ae10",0
"我,r,Aa05,真,d,Ka30,是,v,Jd01,太,d,Bo29,爸爸,n,Ah04,了,y,Ig01,就,d,Kb04,给,p,Je05",0
"心里,s,Bk05,装,v,Hh01,着,u,Dn08,群众,n,Aa01,着,u,Dn08,工作,vn,Ae01,到,v,Hf08,基层,n,Di16",0
"教师,n,Ae13,您好,l,-1,我,r,Aa05,很,d,Ka01,你,r,Aa03,谢谢,v,L06",0
"如痴如醉,i,Ga14,地,u,Di09,唱,v,Hh04,着,u,Dn08,你,r,Aa03,的,u,Bo29,时候,n,Ca04,赢得,v,Je12",0
"回家,v,Hf07,过年,v,Ca18,前,f,Cb04,仍,d,Kb07,着,u,Dn08,昔日,t,Ca11,老朋友,n,Aj01,的,u,Bo29",0
"句,q,Dn08,心里话,n,Dk11,我,r,Aa05,也,d,Kd03,家,n,Al02",0
"一点,m,Bb02,我,r,Aa05,都,d,Cb25,会,v,Hi05,它,r,Ba10,常常,d,Ka10,回来,v,Hf07,第一,m,Ka09",0
"没,d,Jd08,回家,v,Hf07,过年,v,Ca18,不,d,Ie01,想,v,Gb06,家,n,Al02",0
"回家,v,Hf07,过年,v,Ca18,想,v,Gb06,不,d,Ie01,家,n,Al02",0
